,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Sales
436,210341,USB-C Charging Cable,1,11.95,15/06/2019 09:25,"766 Wilson St, Atlanta, GA 30301",11.95
,,,,,,,
437,210342,Wired Headphones,1,11.99,14/06/2019 12:17,"846 Hill St, San Francisco, CA 94016",11.99
,,,,,,,
438,210343,Wired Headphones,1,11.99,3/6/2019 12:04,"879 Hickory St, San Francisco, CA 94016",11.99
,,,,,,,
439,210344,Apple Airpods Headphones,1,150,24/06/2019 15:59,"289 Cedar St, San Francisco, CA 94016",150
,,,,,,,
440,210345,AA Batteries (4-pack),1,3.84,1/6/2019 9:44,"73 Ridge St, Austin, TX 73301",3.84
,,,,,,,
441,210346,Wired Headphones,1,11.99,24/06/2019 21:20,"814 Spruce St, Los Angeles, CA 90001",11.99
,,,,,,,
442,210347,Wired Headphones,1,11.99,19/06/2019 21:45,"243 11th St, Dallas, TX 75001",11.99
,,,,,,,
443,210348,Google Phone,1,600,1/6/2019 19:52,"891 Lake St, Dallas, TX 75001",600
,,,,,,,
444,210349,USB-C Charging Cable,1,11.95,29/06/2019 22:05,"115 Adams St, Los Angeles, CA 90001",11.95
,,,,,,,
445,210349,Macbook Pro Laptop,1,1700,29/06/2019 22:05,"115 Adams St, Los Angeles, CA 90001",1700
,,,,,,,
446,210350,AAA Batteries (4-pack),1,2.99,3/6/2019 20:11,"530 Lincoln St, San Francisco, CA 94016",2.99
,,,,,,,
447,210351,Bose SoundSport Headphones,1,99.99,1/6/2019 20:48,"543 Park St, San Francisco, CA 94016",99.99
,,,,,,,
448,210351,USB-C Charging Cable,1,11.95,1/6/2019 20:48,"543 Park St, San Francisco, CA 94016",11.95
,,,,,,,
449,210352,USB-C Charging Cable,1,11.95,3/6/2019 14:58,"293 South St, San Francisco, CA 94016",11.95
,,,,,,,
450,210353,USB-C Charging Cable,1,11.95,17/06/2019 23:13,"874 7th St, Dallas, TX 75001",11.95
,,,,,,,
451,210354,ThinkPad Laptop,1,999.99,9/6/2019 9:49,"338 Jackson St, New York City, NY 10001",999.99
,,,,,,,
452,210355,USB-C Charging Cable,1,11.95,10/6/2019 20:48,"307 Highland St, Boston, MA 02215",11.95
,,,,,,,
453,210356,Apple Airpods Headphones,1,150,14/06/2019 18:29,"697 Johnson St, Austin, TX 73301",150
,,,,,,,
454,210357,ThinkPad Laptop,1,999.99,30/06/2019 12:37,"495 Elm St, San Francisco, CA 94016",999.99
,,,,,,,
455,210358,AA Batteries (4-pack),1,3.84,10/6/2019 10:35,"744 Adams St, Portland, OR 97035",3.84
,,,,,,,
456,210359,iPhone,1,700,5/6/2019 11:38,"501 Lakeview St, New York City, NY 10001",700
,,,,,,,
457,210360,Lightning Charging Cable,1,14.95,8/6/2019 9:12,"582 5th St, Boston, MA 02215",14.95
,,,,,,,
458,210361,ThinkPad Laptop,1,999.99,14/06/2019 07:26,"253 Hill St, Atlanta, GA 30301",999.99
,,,,,,,
459,210362,USB-C Charging Cable,1,11.95,4/6/2019 22:29,"151 13th St, Los Angeles, CA 90001",11.95
,,,,,,,
460,210363,AAA Batteries (4-pack),1,2.99,13/06/2019 21:19,"411 Highland St, New York City, NY 10001",2.99
,,,,,,,
461,210364,AA Batteries (4-pack),1,3.84,14/06/2019 23:09,"766 Jefferson St, San Francisco, CA 94016",3.84
,,,,,,,
462,210365,Vareebadd Phone,1,400,13/06/2019 18:24,"290 Sunset St, Dallas, TX 75001",400
,,,,,,,
463,210365,USB-C Charging Cable,2,11.95,13/06/2019 18:24,"290 Sunset St, Dallas, TX 75001",23.9
,,,,,,,
464,210366,Wired Headphones,1,11.99,1/6/2019 12:48,"77 South St, Austin, TX 73301",11.99
,,,,,,,
465,210367,Lightning Charging Cable,1,14.95,4/6/2019 18:07,"45 4th St, Seattle, WA 98101",14.95
,,,,,,,
466,210368,USB-C Charging Cable,1,11.95,29/06/2019 23:59,"498 Spruce St, San Francisco, CA 94016",11.95
,,,,,,,
467,210369,Wired Headphones,1,11.99,17/06/2019 19:34,"827 14th St, Boston, MA 02215",11.99
,,,,,,,
468,210370,USB-C Charging Cable,1,11.95,3/6/2019 10:22,"603 Hill St, Austin, TX 73301",11.95
,,,,,,,
469,210371,Google Phone,1,600,8/6/2019 15:51,"900 Cedar St, Seattle, WA 98101",600
,,,,,,,
470,210371,Wired Headphones,1,11.99,8/6/2019 15:51,"900 Cedar St, Seattle, WA 98101",11.99
,,,,,,,
471,210372,iPhone,1,700,28/06/2019 14:45,"921 Main St, Boston, MA 02215",700
,,,,,,,
472,210373,Macbook Pro Laptop,1,1700,16/06/2019 13:01,"306 Willow St, San Francisco, CA 94016",1700
,,,,,,,
473,210374,iPhone,1,700,22/06/2019 19:56,"691 Dogwood St, New York City, NY 10001",700
,,,,,,,
474,210375,Lightning Charging Cable,1,14.95,13/06/2019 10:37,"360 Elm St, Portland, OR 97035",14.95
,,,,,,,
475,210376,AAA Batteries (4-pack),1,2.99,13/06/2019 22:12,"867 Lakeview St, San Francisco, CA 94016",2.99
,,,,,,,
476,210377,Apple Airpods Headphones,1,150,3/6/2019 1:11,"785 2nd St, Los Angeles, CA 90001",150
,,,,,,,
477,210378,Lightning Charging Cable,1,14.95,18/06/2019 18:29,"364 Wilson St, Portland, OR 97035",14.95
,,,,,,,
478,210379,USB-C Charging Cable,1,11.95,30/06/2019 20:17,"186 Ridge St, San Francisco, CA 94016",11.95
,,,,,,,
479,210380,AA Batteries (4-pack),1,3.84,12/6/2019 22:32,"85 Cherry St, Los Angeles, CA 90001",3.84
,,,,,,,
480,210381,AAA Batteries (4-pack),1,2.99,27/06/2019 21:19,"295 Highland St, San Francisco, CA 94016",2.99
,,,,,,,
481,210382,AAA Batteries (4-pack),1,2.99,10/6/2019 21:47,"571 10th St, Los Angeles, CA 90001",2.99
,,,,,,,
482,210383,34in Ultrawide Monitor,1,379.99,2/6/2019 13:35,"617 Highland St, Los Angeles, CA 90001",379.99
,,,,,,,
483,210384,AA Batteries (4-pack),4,3.84,26/06/2019 05:50,"592 Forest St, Dallas, TX 75001",15.36
,,,,,,,
484,210385,Flatscreen TV,1,300,12/6/2019 20:38,"617 Elm St, San Francisco, CA 94016",300
,,,,,,,
485,210386,Google Phone,1,600,14/06/2019 15:10,"998 Chestnut St, Seattle, WA 98101",600
,,,,,,,
486,210387,AA Batteries (4-pack),3,3.84,1/6/2019 22:23,"425 10th St, San Francisco, CA 94016",11.52
,,,,,,,
487,210388,AA Batteries (4-pack),2,3.84,10/6/2019 21:34,"152 North St, Seattle, WA 98101",7.68
,,,,,,,
488,210389,AAA Batteries (4-pack),2,2.99,19/06/2019 23:11,"566 10th St, San Francisco, CA 94016",5.98
,,,,,,,
489,210390,Lightning Charging Cable,1,14.95,16/06/2019 17:09,"609 Spruce St, New York City, NY 10001",14.95
,,,,,,,
490,210391,Apple Airpods Headphones,1,150,29/06/2019 17:32,"166 Wilson St, New York City, NY 10001",150
,,,,,,,
491,210392,USB-C Charging Cable,1,11.95,28/06/2019 19:20,"965 Hickory St, Dallas, TX 75001",11.95
,,,,,,,
492,210393,Apple Airpods Headphones,1,150,14/06/2019 12:33,"186 Washington St, San Francisco, CA 94016",150
,,,,,,,
493,210394,Lightning Charging Cable,1,14.95,13/06/2019 16:57,"106 12th St, Seattle, WA 98101",14.95
,,,,,,,
494,210395,Bose SoundSport Headphones,1,99.99,30/06/2019 17:47,"671 Adams St, New York City, NY 10001",99.99
,,,,,,,
495,210396,Flatscreen TV,1,300,9/6/2019 19:34,"878 Forest St, Los Angeles, CA 90001",300
,,,,,,,
496,210397,USB-C Charging Cable,1,11.95,13/06/2019 13:19,"399 Hickory St, New York City, NY 10001",11.95
,,,,,,,
497,210398,27in 4K Gaming Monitor,1,389.99,24/06/2019 20:37,"418 14th St, New York City, NY 10001",389.99
,,,,,,,
498,210399,Lightning Charging Cable,1,14.95,15/06/2019 22:39,"866 2nd St, Atlanta, GA 30301",14.95
,,,,,,,
499,210400,AAA Batteries (4-pack),1,2.99,20/06/2019 21:06,"613 Spruce St, Seattle, WA 98101",2.99
,,,,,,,
500,210400,Lightning Charging Cable,1,14.95,20/06/2019 21:06,"613 Spruce St, Seattle, WA 98101",14.95
,,,,,,,
501,210401,Google Phone,1,600,25/06/2019 21:14,"713 13th St, San Francisco, CA 94016",600
,,,,,,,
502,210402,USB-C Charging Cable,1,11.95,20/06/2019 22:06,"206 7th St, Los Angeles, CA 90001",11.95
,,,,,,,
503,210403,Lightning Charging Cable,1,14.95,13/06/2019 21:13,"928 2nd St, Seattle, WA 98101",14.95
,,,,,,,
504,210404,AAA Batteries (4-pack),1,2.99,16/06/2019 07:18,"785 Washington St, San Francisco, CA 94016",2.99
,,,,,,,
505,210405,iPhone,1,700,16/06/2019 21:14,"805 6th St, New York City, NY 10001",700
,,,,,,,
506,210406,Bose SoundSport Headphones,1,99.99,11/6/2019 20:12,"107 11th St, New York City, NY 10001",99.99
,,,,,,,
507,210407,Apple Airpods Headphones,1,150,1/6/2019 17:57,"606 13th St, Atlanta, GA 30301",150
,,,,,,,
508,210408,Lightning Charging Cable,1,14.95,7/6/2019 11:27,"115 Forest St, New York City, NY 10001",14.95
,,,,,,,
509,210409,ThinkPad Laptop,1,999.99,20/06/2019 17:42,"442 Chestnut St, Atlanta, GA 30301",999.99
,,,,,,,
510,210410,USB-C Charging Cable,1,11.95,17/06/2019 15:53,"120 Wilson St, Boston, MA 02215",11.95
,,,,,,,
511,210411,AAA Batteries (4-pack),1,2.99,2/6/2019 11:14,"546 Forest St, San Francisco, CA 94016",2.99
,,,,,,,
512,210412,27in 4K Gaming Monitor,1,389.99,3/6/2019 10:47,"531 Maple St, Los Angeles, CA 90001",389.99
,,,,,,,
513,210413,34in Ultrawide Monitor,1,379.99,15/06/2019 13:02,"627 Washington St, San Francisco, CA 94016",379.99
,,,,,,,
514,210414,20in Monitor,1,109.99,16/06/2019 17:04,"702 Cedar St, New York City, NY 10001",109.99
,,,,,,,
515,210415,Google Phone,1,600,12/6/2019 10:11,"183 Willow St, New York City, NY 10001",600
,,,,,,,
516,210416,AA Batteries (4-pack),2,3.84,28/06/2019 13:49,"6 Elm St, Boston, MA 02215",7.68
,,,,,,,
517,210417,iPhone,1,700,28/06/2019 15:20,"213 5th St, Austin, TX 73301",700
,,,,,,,
518,210418,Wired Headphones,1,11.99,24/06/2019 21:53,"124 6th St, Atlanta, GA 30301",11.99
,,,,,,,
519,210419,Wired Headphones,1,11.99,10/6/2019 9:33,"753 Meadow St, San Francisco, CA 94016",11.99
,,,,,,,
520,210420,Lightning Charging Cable,1,14.95,29/06/2019 10:36,"904 14th St, Atlanta, GA 30301",14.95
,,,,,,,
521,210421,AA Batteries (4-pack),1,3.84,17/06/2019 15:34,"31 Dogwood St, San Francisco, CA 94016",3.84
,,,,,,,
522,210422,Macbook Pro Laptop,1,1700,20/06/2019 22:48,"469 Lake St, New York City, NY 10001",1700
,,,,,,,
523,210423,Wired Headphones,2,11.99,15/06/2019 11:59,"513 13th St, Atlanta, GA 30301",23.98
,,,,,,,
524,210424,Wired Headphones,1,11.99,21/06/2019 00:29,"570 Highland St, Portland, OR 97035",11.99
,,,,,,,
525,210425,Wired Headphones,1,11.99,9/6/2019 0:33,"732 12th St, Boston, MA 02215",11.99
,,,,,,,
526,210426,Macbook Pro Laptop,1,1700,17/06/2019 09:08,"357 11th St, San Francisco, CA 94016",1700
,,,,,,,
527,210427,AA Batteries (4-pack),3,3.84,29/06/2019 12:10,"987 Pine St, Dallas, TX 75001",11.52
,,,,,,,
528,210428,Lightning Charging Cable,1,14.95,30/06/2019 23:24,"917 11th St, Portland, OR 97035",14.95
,,,,,,,
529,210429,Lightning Charging Cable,1,14.95,26/06/2019 10:51,"78 Spruce St, Seattle, WA 98101",14.95
,,,,,,,
530,210430,20in Monitor,1,109.99,9/6/2019 21:17,"729 Washington St, Seattle, WA 98101",109.99
,,,,,,,
531,210431,Bose SoundSport Headphones,1,99.99,17/06/2019 15:07,"785 North St, Los Angeles, CA 90001",99.99
,,,,,,,
532,210432,AAA Batteries (4-pack),2,2.99,21/06/2019 14:46,"394 Maple St, San Francisco, CA 94016",5.98
,,,,,,,
533,210433,AA Batteries (4-pack),3,3.84,15/06/2019 17:41,"16 6th St, New York City, NY 10001",11.52
,,,,,,,
534,210434,Lightning Charging Cable,1,14.95,19/06/2019 19:31,"25 9th St, San Francisco, CA 94016",14.95
,,,,,,,
535,210435,AA Batteries (4-pack),1,3.84,4/6/2019 18:05,"300 North St, Seattle, WA 98101",3.84
,,,,,,,
536,210436,34in Ultrawide Monitor,1,379.99,14/06/2019 12:35,"632 6th St, Los Angeles, CA 90001",379.99
,,,,,,,
537,210437,34in Ultrawide Monitor,1,379.99,22/06/2019 22:41,"129 Hickory St, Dallas, TX 75001",379.99
,,,,,,,
538,210438,Wired Headphones,1,11.99,3/6/2019 12:21,"75 Meadow St, Seattle, WA 98101",11.99
,,,,,,,
539,210439,27in 4K Gaming Monitor,1,389.99,29/06/2019 19:57,"351 Main St, Atlanta, GA 30301",389.99
,,,,,,,
540,210440,AAA Batteries (4-pack),1,2.99,20/06/2019 10:27,"557 Elm St, Los Angeles, CA 90001",2.99
,,,,,,,
541,210440,Lightning Charging Cable,1,14.95,20/06/2019 10:27,"557 Elm St, Los Angeles, CA 90001",14.95
,,,,,,,
542,210441,Wired Headphones,1,11.99,3/6/2019 20:59,"931 Walnut St, New York City, NY 10001",11.99
,,,,,,,
543,210442,Apple Airpods Headphones,1,150,21/06/2019 11:13,"158 10th St, San Francisco, CA 94016",150
,,,,,,,
544,210443,USB-C Charging Cable,1,11.95,18/06/2019 10:18,"576 Elm St, Los Angeles, CA 90001",11.95
,,,,,,,
545,210443,27in 4K Gaming Monitor,1,389.99,18/06/2019 10:18,"576 Elm St, Los Angeles, CA 90001",389.99
,,,,,,,
546,210444,Google Phone,1,600,8/6/2019 19:16,"246 Ridge St, Boston, MA 02215",600
,,,,,,,
547,210445,AA Batteries (4-pack),2,3.84,26/06/2019 21:26,"804 Forest St, Los Angeles, CA 90001",7.68
,,,,,,,
548,210446,iPhone,1,700,26/06/2019 20:00,"913 8th St, Seattle, WA 98101",700
,,,,,,,
549,210447,Macbook Pro Laptop,1,1700,21/06/2019 17:17,"350 Dogwood St, New York City, NY 10001",1700
,,,,,,,
550,210448,20in Monitor,1,109.99,5/6/2019 19:27,"248 Elm St, San Francisco, CA 94016",109.99
,,,,,,,
551,210449,AAA Batteries (4-pack),1,2.99,8/6/2019 12:05,"6 13th St, Seattle, WA 98101",2.99
,,,,,,,
552,210450,27in 4K Gaming Monitor,1,389.99,14/06/2019 20:07,"210 13th St, Los Angeles, CA 90001",389.99
,,,,,,,
553,210451,USB-C Charging Cable,1,11.95,9/6/2019 7:05,"12 Jackson St, Atlanta, GA 30301",11.95
,,,,,,,
554,210452,34in Ultrawide Monitor,1,379.99,13/06/2019 12:03,"243 Center St, New York City, NY 10001",379.99
,,,,,,,
555,210453,AAA Batteries (4-pack),1,2.99,13/06/2019 12:08,"668 Jefferson St, San Francisco, CA 94016",2.99
,,,,,,,
556,210454,Vareebadd Phone,1,400,3/6/2019 18:05,"922 Highland St, Dallas, TX 75001",400
,,,,,,,
557,210455,Bose SoundSport Headphones,1,99.99,18/06/2019 17:51,"652 9th St, Seattle, WA 98101",99.99
,,,,,,,
558,210456,Lightning Charging Cable,1,14.95,8/6/2019 15:24,"390 Park St, Los Angeles, CA 90001",14.95
,,,,,,,
559,210456,Wired Headphones,1,11.99,8/6/2019 15:24,"390 Park St, Los Angeles, CA 90001",11.99
,,,,,,,
560,210457,Bose SoundSport Headphones,1,99.99,5/6/2019 20:44,"181 Madison St, New York City, NY 10001",99.99
,,,,,,,
561,210458,AAA Batteries (4-pack),1,2.99,5/6/2019 14:36,"522 1st St, New York City, NY 10001",2.99
,,,,,,,
562,210459,Wired Headphones,1,11.99,10/6/2019 12:39,"506 Pine St, Los Angeles, CA 90001",11.99
,,,,,,,
563,210460,27in FHD Monitor,1,149.99,12/6/2019 11:35,"372 1st St, Portland, OR 97035",149.99
,,,,,,,
564,210461,AAA Batteries (4-pack),1,2.99,16/06/2019 21:52,"53 Jefferson St, San Francisco, CA 94016",2.99
,,,,,,,
565,210462,Bose SoundSport Headphones,1,99.99,25/06/2019 21:00,"601 10th St, Los Angeles, CA 90001",99.99
,,,,,,,
566,210463,Lightning Charging Cable,1,14.95,8/6/2019 17:43,"458 Main St, Austin, TX 73301",14.95
,,,,,,,
567,210464,Wired Headphones,1,11.99,26/06/2019 12:36,"473 Hickory St, San Francisco, CA 94016",11.99
,,,,,,,
568,210465,Flatscreen TV,1,300,1/6/2019 13:04,"345 Main St, San Francisco, CA 94016",300
,,,,,,,
569,210466,AAA Batteries (4-pack),1,2.99,21/06/2019 18:52,"989 9th St, Atlanta, GA 30301",2.99
,,,,,,,
570,210467,AA Batteries (4-pack),1,3.84,1/6/2019 21:17,"286 Jefferson St, San Francisco, CA 94016",3.84
,,,,,,,
571,210468,27in 4K Gaming Monitor,1,389.99,5/6/2019 12:49,"35 West St, San Francisco, CA 94016",389.99
,,,,,,,
572,210469,27in FHD Monitor,1,149.99,30/06/2019 18:19,"862 Spruce St, San Francisco, CA 94016",149.99
,,,,,,,
573,210470,Wired Headphones,2,11.99,19/06/2019 19:32,"864 West St, Atlanta, GA 30301",23.98
,,,,,,,
574,210471,AA Batteries (4-pack),3,3.84,9/6/2019 17:01,"638 Center St, New York City, NY 10001",11.52
,,,,,,,
575,210472,Wired Headphones,1,11.99,16/06/2019 01:42,"1 Park St, Boston, MA 02215",11.99
,,,,,,,
576,210473,Lightning Charging Cable,1,14.95,6/6/2019 11:10,"609 8th St, Dallas, TX 75001",14.95
,,,,,,,
577,210474,AA Batteries (4-pack),2,3.84,15/06/2019 12:39,"277 Pine St, San Francisco, CA 94016",7.68
,,,,,,,
578,210475,Wired Headphones,1,11.99,28/06/2019 15:57,"595 11th St, Portland, OR 97035",11.99
,,,,,,,
579,210476,Google Phone,1,600,24/06/2019 10:53,"101 12th St, Atlanta, GA 30301",600
,,,,,,,
580,210477,Lightning Charging Cable,1,14.95,5/6/2019 17:15,"446 6th St, Atlanta, GA 30301",14.95
,,,,,,,
581,210478,ThinkPad Laptop,1,999.99,8/6/2019 12:03,"529 North St, Boston, MA 02215",999.99
,,,,,,,
582,210479,AAA Batteries (4-pack),1,2.99,29/06/2019 08:34,"301 Pine St, San Francisco, CA 94016",2.99
,,,,,,,
583,210480,AAA Batteries (4-pack),1,2.99,2/6/2019 20:54,"112 Hickory St, Los Angeles, CA 90001",2.99
,,,,,,,
584,210481,AAA Batteries (4-pack),1,2.99,7/6/2019 18:47,"235 11th St, Seattle, WA 98101",2.99
,,,,,,,
585,210482,Apple Airpods Headphones,1,150,29/06/2019 18:14,"764 Center St, Seattle, WA 98101",150
,,,,,,,
586,210483,Macbook Pro Laptop,1,1700,22/06/2019 21:51,"38 Pine St, Boston, MA 02215",1700
,,,,,,,
587,210484,Lightning Charging Cable,1,14.95,14/06/2019 09:31,"677 2nd St, San Francisco, CA 94016",14.95
,,,,,,,
588,210485,USB-C Charging Cable,1,11.95,30/06/2019 14:17,"649 Forest St, Austin, TX 73301",11.95
,,,,,,,
589,210486,iPhone,1,700,19/06/2019 19:49,"86 1st St, Austin, TX 73301",700
,,,,,,,
590,210487,USB-C Charging Cable,1,11.95,28/06/2019 15:35,"169 Sunset St, New York City, NY 10001",11.95
,,,,,,,
591,210488,34in Ultrawide Monitor,1,379.99,8/6/2019 22:36,"835 Madison St, New York City, NY 10001",379.99
,,,,,,,
592,210489,USB-C Charging Cable,1,11.95,6/6/2019 14:24,"706 6th St, Atlanta, GA 30301",11.95
,,,,,,,
593,210490,AA Batteries (4-pack),1,3.84,4/6/2019 9:46,"429 Dogwood St, Portland, ME 04101",3.84
,,,,,,,
594,210491,27in FHD Monitor,1,149.99,4/6/2019 18:21,"558 Ridge St, Seattle, WA 98101",149.99
,,,,,,,
595,210492,Lightning Charging Cable,1,14.95,24/06/2019 15:31,"762 Madison St, Los Angeles, CA 90001",14.95
,,,,,,,
596,210493,Lightning Charging Cable,1,14.95,25/06/2019 23:13,"126 6th St, Portland, ME 04101",14.95
,,,,,,,
597,210494,AAA Batteries (4-pack),1,2.99,28/06/2019 23:36,"939 Dogwood St, Portland, ME 04101",2.99
,,,,,,,
598,210495,iPhone,1,700,21/06/2019 14:37,"986 10th St, Dallas, TX 75001",700
,,,,,,,
599,210495,Lightning Charging Cable,1,14.95,21/06/2019 14:37,"986 10th St, Dallas, TX 75001",14.95
,,,,,,,
600,210496,ThinkPad Laptop,1,999.99,13/06/2019 00:30,"438 Dogwood St, Seattle, WA 98101",999.99
,,,,,,,
601,210497,AA Batteries (4-pack),1,3.84,29/06/2019 11:50,"618 Maple St, Portland, OR 97035",3.84
,,,,,,,
602,210498,AA Batteries (4-pack),1,3.84,26/06/2019 20:06,"547 1st St, New York City, NY 10001",3.84
,,,,,,,
603,210499,USB-C Charging Cable,1,11.95,16/06/2019 17:34,"347 Center St, San Francisco, CA 94016",11.95
,,,,,,,
604,210500,Flatscreen TV,1,300,8/6/2019 16:00,"706 Main St, San Francisco, CA 94016",300
,,,,,,,
605,210501,USB-C Charging Cable,1,11.95,4/6/2019 17:58,"226 12th St, Los Angeles, CA 90001",11.95
,,,,,,,
606,210502,Apple Airpods Headphones,1,150,29/06/2019 06:20,"546 5th St, New York City, NY 10001",150
,,,,,,,
607,210503,34in Ultrawide Monitor,1,379.99,20/06/2019 14:20,"897 Cedar St, Los Angeles, CA 90001",379.99
,,,,,,,
608,210504,AAA Batteries (4-pack),1,2.99,30/06/2019 11:47,"271 Adams St, Los Angeles, CA 90001",2.99
,,,,,,,
609,210505,Google Phone,1,600,4/6/2019 16:45,"97 Walnut St, Los Angeles, CA 90001",600
,,,,,,,
610,210506,Lightning Charging Cable,2,14.95,11/6/2019 13:44,"719 Pine St, San Francisco, CA 94016",29.9
,,,,,,,
611,210507,AAA Batteries (4-pack),1,2.99,21/06/2019 12:40,"594 13th St, Seattle, WA 98101",2.99
,,,,,,,
612,210508,Apple Airpods Headphones,1,150,28/06/2019 19:58,"790 Lincoln St, Portland, OR 97035",150
,,,,,,,
613,210509,Lightning Charging Cable,1,14.95,11/6/2019 21:59,"658 Washington St, Portland, OR 97035",14.95
,,,,,,,
614,210510,iPhone,1,700,12/6/2019 12:01,"543 Willow St, Dallas, TX 75001",700
,,,,,,,
615,210511,Apple Airpods Headphones,1,150,25/06/2019 18:38,"93 Forest St, San Francisco, CA 94016",150
,,,,,,,
616,210512,Apple Airpods Headphones,1,150,14/06/2019 14:19,"172 Meadow St, New York City, NY 10001",150
,,,,,,,
617,210513,AA Batteries (4-pack),2,3.84,10/6/2019 17:07,"27 Chestnut St, San Francisco, CA 94016",7.68
,,,,,,,
618,210514,AA Batteries (4-pack),1,3.84,11/6/2019 20:07,"91 7th St, New York City, NY 10001",3.84
,,,,,,,
619,210515,Apple Airpods Headphones,1,150,23/06/2019 23:50,"425 Hickory St, San Francisco, CA 94016",150
,,,,,,,
620,210516,Apple Airpods Headphones,1,150,4/6/2019 18:36,"318 Lake St, Boston, MA 02215",150
,,,,,,,
621,210517,Wired Headphones,1,11.99,19/06/2019 18:54,"668 13th St, San Francisco, CA 94016",11.99
,,,,,,,
622,210518,Apple Airpods Headphones,1,150,29/06/2019 21:34,"772 Meadow St, Atlanta, GA 30301",150
,,,,,,,
623,210519,27in FHD Monitor,1,149.99,20/06/2019 11:51,"413 7th St, San Francisco, CA 94016",149.99
,,,,,,,
624,210520,LG Washing Machine,1,600,19/06/2019 18:47,"908 Lincoln St, Portland, ME 04101",600
,,,,,,,
625,210521,Macbook Pro Laptop,1,1700,3/6/2019 13:28,"239 8th St, San Francisco, CA 94016",1700
,,,,,,,
626,210522,AAA Batteries (4-pack),1,2.99,7/6/2019 16:58,"25 Cherry St, Dallas, TX 75001",2.99
,,,,,,,
627,210523,Bose SoundSport Headphones,1,99.99,18/06/2019 22:58,"131 5th St, New York City, NY 10001",99.99
,,,,,,,
628,210524,USB-C Charging Cable,1,11.95,11/6/2019 18:24,"294 Hill St, Los Angeles, CA 90001",11.95
,,,,,,,
629,210525,27in FHD Monitor,1,149.99,8/6/2019 7:37,"173 Lakeview St, New York City, NY 10001",149.99
,,,,,,,
631,210526,USB-C Charging Cable,1,11.95,5/6/2019 15:17,"535 Cherry St, Atlanta, GA 30301",11.95
,,,,,,,
632,210527,AA Batteries (4-pack),1,3.84,14/06/2019 19:57,"594 North St, Boston, MA 02215",3.84
,,,,,,,
633,210528,USB-C Charging Cable,1,11.95,29/06/2019 16:32,"632 Spruce St, Dallas, TX 75001",11.95
,,,,,,,
634,210529,USB-C Charging Cable,1,11.95,25/06/2019 22:08,"228 Church St, San Francisco, CA 94016",11.95
,,,,,,,
635,210530,Lightning Charging Cable,1,14.95,23/06/2019 18:29,"878 4th St, Austin, TX 73301",14.95
,,,,,,,
636,210531,Lightning Charging Cable,1,14.95,9/6/2019 9:40,"210 Elm St, Seattle, WA 98101",14.95
,,,,,,,
637,210532,Macbook Pro Laptop,1,1700,13/06/2019 20:53,"802 Lake St, Atlanta, GA 30301",1700
,,,,,,,
638,210533,AA Batteries (4-pack),2,3.84,6/6/2019 1:20,"38 6th St, New York City, NY 10001",7.68
,,,,,,,
639,210534,Apple Airpods Headphones,1,150,25/06/2019 09:47,"696 2nd St, Los Angeles, CA 90001",150
,,,,,,,
640,210535,Google Phone,1,600,19/06/2019 19:14,"847 2nd St, San Francisco, CA 94016",600
,,,,,,,
641,210536,Bose SoundSport Headphones,1,99.99,27/06/2019 09:13,"286 4th St, Atlanta, GA 30301",99.99
,,,,,,,
642,210537,Flatscreen TV,1,300,12/6/2019 19:00,"43 Wilson St, Seattle, WA 98101",300
,,,,,,,
643,210538,Apple Airpods Headphones,1,150,28/06/2019 14:22,"878 Church St, New York City, NY 10001",150
,,,,,,,
644,210539,Macbook Pro Laptop,1,1700,29/06/2019 18:05,"614 Wilson St, Portland, OR 97035",1700
,,,,,,,
645,210540,Bose SoundSport Headphones,1,99.99,30/06/2019 19:23,"136 Ridge St, Atlanta, GA 30301",99.99
,,,,,,,
646,210541,Apple Airpods Headphones,1,150,15/06/2019 15:17,"724 Johnson St, Austin, TX 73301",150
,,,,,,,
647,210542,AA Batteries (4-pack),2,3.84,14/06/2019 16:50,"622 Hill St, Portland, OR 97035",7.68
,,,,,,,
648,210543,34in Ultrawide Monitor,1,379.99,9/6/2019 20:03,"929 Chestnut St, Dallas, TX 75001",379.99
,,,,,,,
649,210544,USB-C Charging Cable,1,11.95,8/6/2019 15:36,"300 8th St, Austin, TX 73301",11.95
,,,,,,,
650,210545,USB-C Charging Cable,2,11.95,7/6/2019 21:59,"440 Park St, Los Angeles, CA 90001",23.9
,,,,,,,
651,210546,Google Phone,1,600,30/06/2019 13:24,"888 Ridge St, New York City, NY 10001",600
,,,,,,,
652,210547,Wired Headphones,1,11.99,23/06/2019 20:21,"435 Cedar St, Seattle, WA 98101",11.99
,,,,,,,
653,210548,iPhone,1,700,9/6/2019 10:45,"698 Lincoln St, New York City, NY 10001",700
,,,,,,,
654,210549,USB-C Charging Cable,1,11.95,25/06/2019 18:19,"918 Johnson St, San Francisco, CA 94016",11.95
,,,,,,,
655,210550,Lightning Charging Cable,1,14.95,11/6/2019 19:41,"226 Madison St, Atlanta, GA 30301",14.95
,,,,,,,
656,210550,Lightning Charging Cable,1,14.95,11/6/2019 19:41,"226 Madison St, Atlanta, GA 30301",14.95
,,,,,,,
657,210551,USB-C Charging Cable,1,11.95,30/06/2019 06:20,"523 Lake St, Boston, MA 02215",11.95
,,,,,,,
